,volatile acidity,residual sugar,density,quality
2376,0.2,2.0,0.9911,6
2377,0.22,8.9,0.99556,6
2378,0.23,16.45,1.00098,5
2379,0.27,2.0,0.99516,4
2380,0.27,1.9,0.99516,4
2381,0.23,5.1,0.99518,6
2382,0.15,4.4,0.9934700000000001,8
2383,0.26,5.8,0.9929,6
2384,0.15,4.4,0.9934700000000001,8
2385,0.2,12.9,0.99841,5
2386,0.3,1.3,0.9936200000000001,4
2387,0.3,1.3,0.99361,4
2388,0.21,1.2,0.9914,4
2389,0.46,2.7,0.9911399999999999,8
2390,0.28,1.7,0.9925,8
2391,0.24,8.2,0.9945299999999999,6
2392,0.17,1.5,0.9938,7
2393,0.17,1.5,0.9938,6
2394,0.695,12.9,0.9980600000000001,5
2395,0.27,3.9,0.9961,5
2396,0.3,17.75,1.00016,5
2397,0.19,4.9,0.9916,6
2398,0.36,1.6,0.99116,6
2399,0.16,1.4,0.99319,6
2400,0.19,2.0,0.9951700000000001,4
2401,0.16,2.0,0.9951399999999999,4
2402,0.26,8.2,0.99566,6
2403,0.33,2.1,0.99166,6
2404,0.16,1.8,0.99587,5
2405,0.23,8.5,0.9955799999999999,5
2406,0.44,4.45,0.9911700000000001,6
2407,0.31,5.8,0.9939899999999999,6
2408,0.705,13.0,0.99741,5
2409,0.21,2.7,0.99405,4
2410,0.16,7.3,0.9962200000000001,6
2411,0.27,19.1,1.00051,6
2412,0.38,8.8,0.99803,4
2413,0.21,2.7,0.99405,4
2414,0.38,7.4,0.9977299999999999,4
2415,0.24,2.3,0.99397,5
2416,0.16,6.85,0.9962200000000001,6
2417,0.815,11.4,0.99713,5
2418,0.41,0.9,0.99274,5
2419,0.36,19.35,1.00118,5
2420,0.4,7.9,0.9917600000000001,7
2421,0.26,11.75,0.9969,5
2422,0.44,7.7,0.99771,5
2423,0.24,3.0,0.99411,6
2424,0.44,7.7,0.99771,5
2425,0.24,3.0,0.99411,6
2426,0.22,1.5,0.9919399999999999,6
2427,0.34,7.5,0.9955799999999999,6
2428,0.22,1.5,0.9919399999999999,6
2429,0.34,7.5,0.9955799999999999,6
2430,0.28,8.3,0.99577,5
2431,0.29,7.05,0.99564,5
2432,0.27,8.4,0.9957799999999999,5
2433,0.35,13.9,0.9988799999999999,6
2434,0.28,17.5,1.00014,6
2435,0.35,5.6,0.99441,4
2436,0.43,9.4,0.9959399999999999,5
2437,0.26,4.8,0.9943700000000001,6
2438,0.43,9.4,0.9959399999999999,5
2439,0.27,9.7,0.9979,6
2440,0.46,6.3,0.99434,5
2441,0.2,1.6,0.99203,6
2442,0.285,14.6,0.998,5
2443,0.32,2.5,0.99316,5
2444,0.285,14.6,0.998,5
2445,0.34,2.6,0.9931399999999999,5
2446,0.32,2.5,0.99316,5
2447,0.27,8.2,0.9961200000000001,6
2448,0.26,1.5,0.99295,6
2449,0.27,2.3,0.9939399999999999,6
2450,0.56,10.0,0.9964200000000001,5
2451,0.56,10.0,0.9964200000000001,5
2452,0.19,1.6,0.9924799999999999,7
2453,0.2,1.6,0.9926799999999999,6
2454,0.29,16.0,0.99954,5
2455,0.32,10.4,0.99692,6
2456,0.33,7.4,0.99592,6
2457,0.33,7.4,0.99592,6
2458,0.32,10.4,0.99692,6
2459,0.33,16.05,0.9982200000000001,5
2460,0.33,16.05,0.9982200000000001,5
2461,0.26,2.6,0.9940200000000001,5
2462,0.25,2.5,0.9940399999999999,5
2463,0.26,10.8,0.99787,7
2464,0.26,1.2,0.9934700000000001,5
2465,0.28,12.1,0.9983799999999999,5
2466,0.27,11.95,0.99839,5
2467,0.28,1.7,0.99375,6
2468,0.16,0.8,0.99155,6
2469,0.34,1.4,0.9936,5
2470,0.25,1.3,0.99434,5
2471,0.35,6.3,0.9922,7
2472,0.24,10.3,0.99571,6
2473,0.29,15.55,0.9965799999999999,6
2474,0.27,1.5,0.9907600000000001,7
2475,0.56,1.5,0.9949600000000001,5
2476,0.29,1.4,0.9937,6
2477,0.27,1.5,0.9907600000000001,7
2478,0.27,7.9,0.9954200000000001,6
2479,0.24,13.0,0.99825,6
2480,0.32,1.0,0.9928899999999999,5
2481,0.37,4.85,0.9943200000000001,6
2482,0.26,7.1,0.99523,6
2483,0.27,7.9,0.9954200000000001,6
2484,0.3,7.5,0.9959,5
2485,0.28,7.6,0.9954299999999999,6
2486,0.24,10.3,0.9966200000000001,5
2487,0.27,1.7,0.9908799999999999,6
2488,0.27,1.7,0.9908799999999999,6
2489,0.28,19.95,0.9992200000000001,6
2490,0.39,7.7,0.9966,6
2491,0.2,5.3,0.99466,5
2492,0.28,19.95,0.9992200000000001,6
2493,0.31,12.7,0.99836,4
2494,0.31,12.7,0.99836,4
2495,0.18,1.5,0.9923799999999999,5
2496,0.23,11.3,0.99645,5
2497,0.21,18.1,1.0,5
2498,0.21,18.1,1.0,5
2499,0.26,7.0,0.9937600000000001,6
2500,0.21,18.1,1.0,5
2501,0.31,6.4,0.99513,5
2502,0.34,1.4,0.99556,4
2503,0.34,1.4,0.99556,4
2504,0.3,3.1,0.9954299999999999,6
2505,0.4,14.1,0.9988600000000001,6
2506,0.32,7.7,0.99526,6
2507,0.34,5.2,0.99166,7
2508,0.26,11.6,0.9969100000000001,6
2509,0.27,10.4,0.9973200000000001,5
2510,0.28,7.5,0.9957299999999999,6
2511,0.3,11.2,0.99656,6
2512,0.175,0.8,0.9911200000000001,6
2513,0.34,1.4,0.9921399999999999,5
2514,0.34,4.7,0.99165,7
2515,0.12,3.1,0.9900399999999999,7
2516,0.32,4.0,0.9946299999999999,6
2517,0.51,11.3,0.9968299999999999,6
2518,0.12,3.1,0.9900399999999999,7
2519,0.24,8.1,0.9959600000000001,5
2520,0.41,14.8,0.99898,5
2521,0.18,1.4,0.9911399999999999,7
2522,0.17,8.1,0.99508,8
2523,0.2,3.5,0.99306,5
2524,0.41,14.8,0.99898,5
2525,0.17,8.1,0.99508,8
2526,0.18,1.4,0.9911399999999999,7
2527,0.16,1.5,0.9934200000000001,6
2528,0.16,1.5,0.99345,6
2529,0.42,12.8,0.99772,5
2530,0.3,1.6,0.99239,6
2531,0.54,7.1,0.9950200000000001,4
2532,0.54,7.1,0.9950200000000001,4
2533,0.22,11.2,0.99479,5
2534,0.23,1.7,0.9920700000000001,7
2535,0.26,6.7,0.99497,6
2536,0.23,17.3,0.99828,6
2537,0.28,8.6,0.9954200000000001,6
2538,0.28,8.6,0.9954200000000001,6
2539,0.27,1.5,0.9922799999999999,5
2540,0.29,12.1,0.9970600000000001,5
2541,0.26,6.7,0.99497,6
2542,0.27,10.7,0.99669,5
2543,0.23,17.3,0.99828,6
2544,0.32,1.8,0.99269,6
2545,0.22,1.4,0.9919600000000001,6
2546,0.5,7.5,0.9966200000000001,5
2547,0.33,4.8,0.99475,5
2548,0.26,7.1,0.99544,6
2549,0.2,16.9,0.99944,5
2550,0.33,4.8,0.99475,5
2551,0.26,7.1,0.99544,6
2552,0.36,11.3,0.9966,5
2553,0.13,1.1,0.99066,7
2554,0.15,1.2,0.9907,7
2555,0.13,1.1,0.99066,7
2556,0.23,12.9,0.998,5
2557,0.15,1.2,0.9907,7
2558,0.13,1.1,0.99066,7
2559,0.255,1.2,0.9930700000000001,5
2560,0.32,2.3,0.99106,6
2561,0.28,10.0,0.9969600000000001,5
2562,0.32,2.3,0.99106,6
2563,0.255,1.2,0.9930700000000001,5
2564,0.41,1.4,0.99167,6
2565,0.37,14.9,0.99902,5
2566,0.21,1.8,0.98992,7
2567,0.24,1.8,0.99182,5
2568,0.28,7.0,0.99556,6
2569,0.24,8.6,0.99582,6
2570,0.24,1.8,0.99182,5
2571,0.16,1.1,0.98972,6
2572,0.14,1.3,0.9935200000000001,5
2573,0.34,4.9,0.9946,5
2574,0.26,1.9,0.9927299999999999,5
2575,0.17,10.4,0.9962799999999999,6
2576,0.27,10.0,0.99582,5
2577,0.25,8.6,0.9955299999999999,5
2578,0.3,1.7,0.9891399999999999,7
2579,0.28,1.7,0.99354,6
2580,0.3,18.95,0.99976,5
2581,0.18,12.8,0.99808,7
2582,0.18,12.8,0.99808,7
2583,0.18,12.8,0.99808,7
2584,0.18,12.8,0.99808,7
2585,0.18,12.8,0.99808,7
2586,0.18,12.8,0.99808,7
2587,0.14,0.7,0.9919,6
2588,0.18,12.8,0.99808,7
2589,0.615,1.4,0.9949899999999999,4
2590,0.13,13.3,0.99655,6
2591,0.34,8.5,0.99615,7
2592,0.32,1.5,0.9929600000000001,5
2593,0.21,11.7,0.99482,5
2594,0.5,5.0,0.99079,7
2595,0.52,1.2,0.99366,5
2596,0.28,2.1,0.99434,5
2597,0.22,1.4,0.9895799999999999,6
2598,0.28,2.1,0.99434,5
2599,0.32,16.0,0.9993799999999999,6
2600,0.11,1.1,0.99059,7
2601,0.26,15.3,0.99835,5
2602,0.22,1.4,0.9895799999999999,6
2603,0.3,2.8,0.99159,7
2604,0.3,2.8,0.99159,7
2605,0.2,0.9,0.98931,6
2606,0.2,2.5,0.9938,6
2607,0.26,8.1,0.9955799999999999,6
2608,0.25,8.2,0.9956299999999999,6
2609,0.2,0.9,0.98931,6
2610,0.27,11.1,0.9969100000000001,5
2611,0.3,7.8,0.9959,5
2612,0.3,2.8,0.99159,7
2613,0.36,10.1,0.9962799999999999,5
2614,0.21,3.2,0.9907600000000001,5
2615,0.18,14.2,0.9967799999999999,7
2616,0.18,14.2,0.9967799999999999,7
2617,0.18,14.2,0.9967799999999999,7
2618,0.26,2.9,0.9908899999999999,7
2619,0.35,6.0,0.9953700000000001,6
2620,0.28,20.4,1.0002,5
2621,0.36,10.1,0.9962799999999999,5
2622,0.26,2.9,0.9908899999999999,7
2623,0.18,14.2,0.9967799999999999,7
2624,0.21,3.2,0.9907600000000001,5
2625,0.19,0.95,0.9933200000000001,5
2626,0.24,1.7,0.99316,7
2627,0.17,1.7,0.99272,7
2628,0.24,9.0,0.99636,6
2629,0.6,1.3,0.9920200000000001,5
2630,0.445,1.4,0.9914799999999999,6
2631,0.28,2.4,0.99064,7
2632,0.44,16.0,0.99884,5
2633,0.24,11.4,0.9977299999999999,5
2634,0.31,14.35,1.00013,5
2635,0.32,2.1,0.98974,6
2636,0.24,11.4,0.9977299999999999,5
2637,0.31,14.35,1.00013,5
2638,0.13,1.1,0.9911200000000001,6
2639,0.14,1.1,0.99136,6
2640,0.2,1.2,0.9913200000000001,6
2641,0.15,15.8,0.9964200000000001,5
2642,0.23,5.2,0.9948799999999999,5
2643,0.33,5.2,0.9952700000000001,5
2644,0.17,9.6,0.9957799999999999,6
2645,0.12,5.2,0.9935200000000001,7
2646,0.18,1.2,0.9919899999999999,7
2647,0.15,0.8,0.99198,5
2648,0.23,14.45,0.99756,6
2649,0.17,9.6,0.9957799999999999,6
2650,0.34,6.9,0.99561,5
2651,0.68,3.4,0.9934700000000001,5
2652,0.22,2.3,0.98936,7
2653,0.28,11.0,0.9978600000000001,5
2654,0.4,5.95,0.99705,5
2655,0.19,5.1,0.9942,5
2656,0.23,5.4,0.9948,4
2657,0.14,1.2,0.99116,7
2658,0.15,12.6,0.9968799999999999,7
2659,0.15,1.0,0.98974,6
2660,0.33,6.6,0.9954200000000001,6
2661,0.3,1.5,0.99154,6
2662,0.23,1.0,0.99118,6
2663,0.13,1.1,0.99044,8
2664,0.21,6.6,0.9914,7
2665,0.4,8.2,0.9979,5
2666,0.34,2.0,0.98892,7
2667,0.12,1.4,0.9911399999999999,7
2668,0.655,2.0,0.9918799999999999,6
2669,0.26,7.5,0.9958299999999999,5
2670,0.34,2.0,0.98892,7
2671,0.3,2.0,0.98892,7
2672,0.15,13.3,0.9970399999999999,7
2673,0.37,2.85,0.9911,6
2674,0.35,5.6,0.99334,7
2675,0.32,5.6,0.99334,7
2676,0.1,1.0,0.9909399999999999,6
2677,0.25,3.2,0.9901399999999999,6
2678,0.31,1.0,0.9930399999999999,5
2679,0.18,7.1,0.9965200000000001,6
2680,0.17,2.4,0.98944,6
2681,0.19,11.2,0.99772,6
2682,0.32,9.5,0.99367,6
2683,0.31,1.0,0.9930399999999999,5
2684,0.21,1.8,0.9918299999999999,6
2685,0.16,2.6,0.99126,7
2686,0.17,2.4,0.98944,6
2687,0.24,8.0,0.99577,5
2688,0.19,11.2,0.99772,6
2689,0.18,7.1,0.9965200000000001,6
2690,0.3,3.3,0.9942799999999999,6
2691,0.28,10.3,0.9938799999999999,6
2692,0.31,1.2,0.99208,6
2693,0.23,1.6,0.99256,6
2694,0.28,10.3,0.9938799999999999,6
2695,0.23,9.65,0.9925,6
2696,0.22,16.4,0.9990399999999999,6
2697,0.18,1.5,0.99216,5
2698,0.31,1.2,0.99208,6
2699,0.3,3.3,0.9942799999999999,6
2700,0.46,5.0,0.99165,7
2701,0.23,16.3,0.99924,5
2702,0.23,16.3,0.99924,5
2703,0.23,16.3,0.99924,5
2704,0.26,6.5,0.9956,6
2705,0.26,6.4,0.9956200000000001,6
2706,0.28,10.2,0.9972,6
2707,0.23,16.3,0.99924,5
2708,0.23,7.4,0.9958,6
2709,0.25,13.7,0.99976,5
2710,0.25,13.7,0.99976,5
2711,0.2,1.3,0.9929600000000001,5
2712,0.21,7.4,0.9957,5
2713,0.23,7.4,0.9958,6
2714,0.24,7.45,0.99579,6
2715,0.25,7.2,0.99541,6
2716,0.25,13.7,0.99976,5
2717,0.16,10.4,0.99518,6
2718,0.28,1.1,0.9916799999999999,6
2719,0.18,6.5,0.9927600000000001,6
2720,0.26,4.6,0.99085,7
2721,0.37,13.9,0.9987299999999999,5
2722,0.4,5.2,0.99172,7
2723,0.26,1.7,0.9931200000000001,6
2724,0.18,6.5,0.9927600000000001,6
2725,0.23,16.4,0.9972,5
2726,0.2,3.6,0.9927799999999999,6
2727,0.17,1.5,0.99092,6
2728,0.35,12.4,0.9962,6
2729,0.29,1.7,0.9905299999999999,7
2730,0.3,6.2,0.9985799999999999,5
2731,0.51,6.2,0.9984,5
2732,0.51,2.6,0.99335,5
2733,0.29,1.7,0.9905299999999999,7
2734,0.29,9.3,0.9949,6
2735,0.35,12.4,0.9962,6
2736,0.17,1.5,0.99092,6
2737,0.2,9.1,0.9953200000000001,7
2738,0.615,12.0,0.9972700000000001,5
2739,0.32,4.8,0.99026,7
2740,0.2,12.3,0.9966799999999999,6
2741,0.615,12.0,0.9972700000000001,5
2742,0.23,2.7,0.9952,6
2743,0.27,3.6,0.99144,6
2744,0.27,3.6,0.99144,6
2745,0.44,4.3,0.99015,7
2746,0.34,1.8,0.9914,6
2747,0.26,11.8,0.9969299999999999,6
2748,0.17,1.8,0.99035,8
2749,0.26,11.8,0.9969299999999999,6
2750,0.17,1.8,0.99035,8
2751,0.17,1.4,0.99006,6
2752,0.43,6.6,0.99126,6
2753,0.315,1.55,0.9899399999999999,8
2754,0.17,0.7,0.98985,5
2755,0.34,6.4,0.9971,5
2756,0.33,11.8,0.99882,6
2757,0.12,4.3,0.99477,5
2758,0.13,5.1,0.9947799999999999,6
2759,0.18,5.8,0.9957600000000001,6
2760,0.16,5.9,0.9957799999999999,6
2761,0.26,1.3,0.99354,5
2762,0.32,1.4,0.99244,5
2763,0.3,1.2,0.9908399999999999,6
2764,0.16,7.4,0.9961200000000001,6
2765,0.27,10.8,0.99356,6
2766,0.16,1.8,0.9895200000000001,6
2767,0.16,7.4,0.9961200000000001,6
2768,0.3,1.2,0.9908399999999999,6
2769,0.32,1.4,0.99244,5
2770,0.44,14.4,0.99955,7
2771,0.2,1.7,0.99374,6
2772,0.29,3.6,0.9892,7
2773,0.39,3.6,0.99144,7
2774,0.36,10.05,0.9935200000000001,8
2775,0.36,10.05,0.9935200000000001,8
2776,0.36,10.5,0.9935,8
2777,0.2,1.9,0.9923700000000001,6
2778,0.39,3.6,0.99144,7
2779,0.2,1.65,0.9902200000000001,5
2780,0.235,1.9,0.9903200000000001,5
2781,0.965,65.8,1.03898,6
2782,0.2,6.85,0.99587,6
2783,0.2,7.4,0.99587,6
2784,0.2,7.4,0.99587,6
2785,0.24,20.2,0.99976,5
2786,0.3,11.0,0.99354,6
2787,0.24,20.2,0.99976,5
2788,0.4,6.2,0.9955200000000001,5
2789,0.4,6.2,0.9955200000000001,5
2790,0.2,6.85,0.99587,6
2791,0.25,8.0,0.9960399999999999,5
2792,0.26,8.2,0.99584,5
2793,0.37,2.2,0.9889399999999999,7
2794,0.35,10.1,0.9963,5
2795,0.22,7.2,0.993,8
2796,0.37,2.2,0.9889399999999999,7
2797,0.35,10.1,0.9963,5
2798,0.31,1.6,0.9906799999999999,7
2799,0.16,1.3,0.98964,7
2800,0.25,8.0,0.9960399999999999,5
2801,0.26,8.2,0.99584,5
2802,0.15,5.3,0.9923,6
2803,0.15,14.0,0.9943700000000001,8
2804,0.22,7.2,0.993,8
2805,0.2,1.6,0.9923799999999999,6
2806,0.17,11.8,0.9980100000000001,5
2807,0.18,9.6,0.99802,5
2808,0.27,6.1,0.99566,6
2809,0.32,2.7,0.99067,7
2810,0.26,3.6,0.99066,7
2811,0.3,1.7,0.9929,5
2812,0.16,1.6,0.9934,6
2813,0.32,2.7,0.99067,7
2814,0.19,1.0,0.9891200000000001,7
2815,0.36,0.9,0.99066,5
2816,0.17,1.6,0.9922799999999999,5
2817,0.19,1.0,0.9891200000000001,7
2818,0.11,10.6,0.9958,4
2819,0.21,2.0,0.9905200000000001,6
2820,0.325,1.2,0.9931200000000001,5
2821,0.4,6.2,0.9968,5
2822,0.2,9.2,0.9950200000000001,5
2823,0.27,5.0,0.9908399999999999,6
2824,0.26,6.3,0.9957299999999999,6
2825,0.25,3.3,0.99256,6
2826,0.22,8.0,0.9959,6
2827,0.14,1.2,0.9908399999999999,7
2828,0.14,1.2,0.9908399999999999,7
2829,0.26,16.2,0.99644,5
2830,0.22,11.6,0.99526,5
2831,0.45,7.2,0.9954,5
2832,0.17,1.1,0.99095,6
2833,0.44,3.4,0.9918799999999999,7
2834,0.15,1.4,0.9909,6
2835,0.25,3.3,0.99256,6
2836,0.22,8.0,0.9959,6
2837,0.26,9.3,0.9958100000000001,6
2838,0.15,2.3,0.9913200000000001,7
2839,0.22,0.9,0.98936,7
2840,0.37,3.5,0.99136,6
2841,0.375,1.7,0.9914200000000001,6
2842,0.2,1.3,0.9923200000000001,6
2843,0.22,1.3,0.9923200000000001,6
2844,0.22,5.6,0.993,5
2845,0.22,7.4,0.99311,7
2846,0.15,2.3,0.9913200000000001,7
2847,0.2,1.0,0.98993,5
2848,0.31,1.5,0.99208,5
2849,0.43,10.0,0.9977600000000001,5
2850,0.24,14.9,0.99839,5
2851,0.23,9.3,0.99574,5
2852,0.2,1.0,0.99093,5
2853,0.16,1.0,0.99156,6
2854,0.21,5.9,0.9927799999999999,6
2855,0.33,5.0,0.9924,7
2856,0.18,1.25,0.9898399999999999,7
2857,0.29,3.9,0.99035,8
2858,0.33,5.0,0.9924,7
2859,0.21,0.8,0.99165,6
2860,0.21,1.0,0.9923,6
2861,0.21,5.9,0.9927799999999999,6
2862,0.11,1.6,0.99008,6
2863,0.15,1.3,0.98964,6
2864,0.16,1.0,0.99156,6
2865,0.19,1.1,0.9909,6
2866,0.18,1.25,0.9898399999999999,7
2867,0.48,1.4,0.9889,7
2868,0.23,1.2,0.9917799999999999,5
2869,0.17,5.0,0.9907600000000001,6
2870,0.48,1.4,0.9889,7
2871,0.15,1.7,0.99046,6
2872,0.17,1.8,0.9899899999999999,7
2873,0.21,1.6,0.98946,8
2874,0.23,1.5,0.9897600000000001,7
2875,0.15,1.7,0.99046,6
2876,0.22,13.9,0.99672,5
2877,0.15,5.9,0.99482,5
2878,0.32,2.1,0.98945,6
2879,0.37,1.1,0.9888299999999999,6
2880,0.25,6.7,0.9936200000000001,5
2881,0.21,2.7,0.99075,7
2882,0.24,6.7,0.99436,5
2883,0.475,3.95,0.98988,7
2884,0.28,7.75,0.9915799999999999,7
2885,0.4,10.6,0.99265,6
2886,0.41,1.6,0.99195,5
2887,0.2,2.5,0.9916799999999999,5
2888,0.22,0.7,0.9918,4
2889,0.36,11.1,0.99313,6
2890,0.285,5.15,0.9895,8
2891,0.2,4.7,0.9932,6
2892,0.42,9.7,0.9984799999999999,5
2893,0.16,1.7,0.9909,7
2894,0.125,1.4,0.9901399999999999,7
2895,0.44,2.0,0.9952,5
2896,0.31,7.5,0.9965200000000001,5
2897,0.42,9.7,0.9984799999999999,5
2898,0.18,0.8,0.9910399999999999,5
2899,0.21,13.1,0.99772,5
2900,0.16,1.1,0.9922,6
2901,0.22,2.2,0.9907600000000001,7
2902,0.36,8.9,0.9962200000000001,5
2903,0.21,1.1,0.9902,6
2904,0.25,0.9,0.9911399999999999,7
2905,0.31,1.7,0.9938,5
2906,0.26,6.9,0.9959399999999999,5
2907,0.21,1.1,0.9902,6
2908,0.2,1.0,0.99035,6
2909,0.18,1.0,0.9903200000000001,6
2910,0.37,7.6,0.9955799999999999,5
2911,0.36,8.9,0.9962200000000001,5
2912,0.22,2.2,0.9907600000000001,7
2913,0.18,1.2,0.99413,5
2914,0.14,1.0,0.9904299999999999,6
2915,0.14,1.0,0.9904299999999999,6
2916,0.44,3.1,0.98982,6
2917,0.36,1.95,0.98934,7
2918,0.28,2.2,0.9902,6
2919,0.16,8.75,0.99449,5
2920,0.28,11.9,0.99629,4
2921,0.39,2.7,0.9948,6
2922,0.44,5.45,0.9898399999999999,8
2923,0.22,6.3,0.99326,6
2924,0.22,14.4,0.99834,6
2925,0.25,7.8,0.99555,5
2926,0.155,1.6,0.98975,8
2927,0.31,9.1,0.99216,7
2928,0.31,9.1,0.99216,7
2929,0.22,14.4,0.99834,6
2930,0.21,1.3,0.9901,8
2931,0.155,1.6,0.98975,8
2932,0.25,11.3,0.9957299999999999,6
2933,0.22,6.3,0.99326,6
2934,0.21,0.7,0.99215,5
2935,0.27,1.25,0.98993,4
2936,0.17,0.7,0.99218,5
2937,0.25,7.8,0.99555,5
2938,0.12,10.3,0.99564,8
2939,0.12,10.3,0.99564,8
2940,0.29,7.8,0.99397,6
2941,0.3,8.7,0.9957600000000001,5
2942,0.26,8.3,0.9960100000000001,5
2943,0.12,10.3,0.99564,8
2944,0.29,7.8,0.99397,6
2945,0.33,1.2,0.98713,8
2946,0.29,8.3,0.99308,6
2947,0.29,8.3,0.99308,6
2948,0.26,6.2,0.99582,6
2949,0.28,5.0,0.9949399999999999,6
2950,0.28,1.8,0.9929,5
2951,0.2,1.6,0.99471,5
2952,0.27,1.8,0.9929,5
2953,0.28,1.8,0.9929,5
2954,0.29,2.9,0.9903700000000001,7
2955,0.35,6.0,0.9930399999999999,5
2956,0.12,0.9,0.99026,6
2957,0.12,1.1,0.9898600000000001,6
2958,0.2,1.6,0.99471,5
2959,0.4,5.45,0.98951,7
2960,0.11,14.05,0.99634,7
2961,0.23,8.0,0.9936799999999999,6
2962,0.38,13.1,0.99792,5
2963,0.38,4.9,0.99026,7
2964,0.19,1.3,0.9936200000000001,5
2965,0.34,2.2,0.98919,8
2966,0.23,14.9,0.99835,6
2967,0.23,14.9,0.99835,6
2968,0.31,0.95,0.9903799999999999,5
2969,0.2,1.4,0.9910399999999999,6
2970,0.31,0.95,0.9903799999999999,5
2971,0.26,1.7,0.9928600000000001,5
2972,0.22,5.6,0.9929600000000001,6
2973,0.23,14.9,0.99835,6
2974,0.19,7.1,0.9954,6
2975,0.14,1.2,0.9914,6
2976,0.32,9.6,0.9928600000000001,6
2977,0.23,11.4,0.9960399999999999,6
2978,0.23,11.4,0.9960399999999999,6
2979,0.36,7.9,0.99119,7
2980,0.38,5.0,0.9900700000000001,7
2981,0.23,11.1,0.9950700000000001,7
2982,0.2,8.0,0.9959600000000001,6
2983,0.26,3.8,0.99011,6
2984,0.3,10.55,0.9918399999999999,6
2985,0.18,10.2,0.99469,7
2986,0.18,10.2,0.99469,7
2987,0.18,9.8,0.99406,7
2988,0.19,6.3,0.99305,7
2989,0.16,1.1,0.9909600000000001,6
2990,0.27,4.5,0.98956,7
2991,0.37,6.3,0.9921,7
2992,0.2,10.9,0.9949600000000001,7
2993,0.18,9.8,0.99406,7
2994,0.18,9.8,0.99406,7
2995,0.28,0.8,0.9888,6
2996,0.35,0.8,0.9894200000000001,8
2997,0.25,1.2,0.99082,6
2998,0.32,1.3,0.9880200000000001,7
2999,0.18,9.8,0.99406,7
3000,0.18,10.2,0.99469,7
3001,0.2,10.9,0.9949600000000001,7
3002,0.37,6.3,0.9921,7
3003,0.19,6.3,0.99305,7
3004,0.18,1.2,0.99074,6
3005,0.3,0.9,0.9896799999999999,6
3006,0.16,1.1,0.9909600000000001,6
3007,0.27,4.5,0.98956,7
3008,0.3,3.7,0.9887,7
3009,0.2,18.1,0.99941,6
3010,0.25,1.35,0.9938799999999999,5
3011,0.22,5.5,0.99206,6
3012,0.25,3.1,0.99035,6
3013,0.13,12.85,0.9958100000000001,6
3014,0.45,19.8,0.9976,6
3015,0.32,8.25,0.9936200000000001,6
3016,0.13,12.85,0.9958100000000001,6
3017,0.34,3.8,0.99016,6
3018,0.22,6.9,0.9917600000000001,8
3019,0.32,8.25,0.9936200000000001,6
3020,0.32,11.7,0.99439,6
3021,0.27,4.6,0.9945799999999999,4
3022,0.74,4.0,0.99418,5
3023,0.45,19.8,0.9976,6
3024,0.13,12.85,0.9958100000000001,6
3025,0.22,1.2,0.9917799999999999,7
3026,0.22,8.9,0.99456,6
3027,0.32,11.7,0.9957799999999999,5
3028,0.18,6.2,0.99546,6
3029,0.47,14.8,0.99518,8
3030,0.47,14.8,0.99518,8
3031,0.19,10.8,0.99646,6
3032,0.14,1.6,0.99264,5
3033,0.24,8.3,0.9957799999999999,6
3034,0.25,8.4,0.9960399999999999,6
3035,0.24,2.5,0.9901399999999999,7
3036,0.29,3.5,0.9948899999999999,5
3037,0.33,17.2,0.99884,6
3038,0.23,2.1,0.99054,6
3039,0.27,12.2,0.99782,6
3040,0.2,11.8,0.99519,5
3041,0.33,16.8,0.99882,6
3042,0.33,17.2,0.99884,6
3043,0.21,1.1,0.9931,6
3044,0.27,14.7,0.99666,6
3045,0.12,5.5,0.99324,6
3046,0.24,6.1,0.9908600000000001,6
3047,0.18,1.2,0.9908,5
3048,0.17,1.3,0.99067,6
3049,0.33,8.7,0.99711,5
3050,0.255,1.7,0.9945200000000001,4
3051,0.33,8.7,0.99711,5
3052,0.2,10.2,0.9945,7
3053,0.17,4.5,0.9942700000000001,5
3054,0.15,5.9,0.9915200000000001,6
3055,0.25,1.7,0.98935,6
3056,0.28,1.4,0.9887600000000001,5
3057,0.27,5.4,0.99174,5
3058,0.25,7.9,0.99572,5
3059,0.19,1.1,0.9918399999999999,6
3060,0.25,7.0,0.99454,5
3061,0.25,7.0,0.99454,5
3062,0.28,7.6,0.99164,8
3063,0.25,7.0,0.99454,5
3064,0.21,12.3,0.9977799999999999,5
3065,0.15,15.3,0.9975,6
3066,0.21,12.3,0.9977799999999999,5
3067,0.28,1.2,0.99205,4
3068,0.18,2.3,0.98962,6
3069,0.53,6.1,0.99118,8
3070,0.28,7.6,0.99164,8
3071,0.36,10.2,0.99274,7
3072,0.25,4.1,0.9918399999999999,6
3073,0.24,2.9,0.9905200000000001,5
3074,0.25,8.5,0.99546,5
3075,0.15,1.5,0.98972,7
3076,0.28,3.1,0.9942,5
3077,0.25,7.9,0.99572,5
3078,0.28,3.5,0.9902200000000001,5
3079,0.35,4.9,0.9925299999999999,5
3080,0.19,1.1,0.9918399999999999,6
3081,0.25,7.0,0.99454,5
3082,0.35,1.2,0.9903,6
3083,0.31,4.5,0.98906,7
3084,0.17,2.6,0.99146,6
3085,0.23,9.9,0.9951,6
3086,0.31,4.5,0.98906,7
3087,0.2,9.5,0.995,3
3088,0.37,1.5,0.9887600000000001,6
3089,0.36,3.2,0.98956,7
